Entity,Year,Life expectancy,lat,long
Switzerland,1823,38,46.818188,8.227512
Switzerland,1824,38,46.818188,8.227512
Switzerland,1825,38,46.818188,8.227512
Switzerland,1826,38,46.818188,8.227512
Switzerland,1827,38,46.818188,8.227512
Switzerland,1828,38,46.818188,8.227512
Switzerland,1829,38,46.818188,8.227512
Switzerland,1830,38,46.818188,8.227512
Switzerland,1831,38,46.818188,8.227512
Switzerland,1832,38,46.818188,8.227512
Switzerland,1833,38,46.818188,8.227512
Switzerland,1834,38,46.818188,8.227512
Switzerland,1835,38,46.818188,8.227512
Switzerland,1836,38,46.818188,8.227512
Switzerland,1837,38,46.818188,8.227512
Switzerland,1838,38,46.818188,8.227512
Switzerland,1839,38,46.818188,8.227512
Switzerland,1840,38,46.818188,8.227512
Switzerland,1841,38,46.818188,8.227512
Switzerland,1842,38,46.818188,8.227512
Switzerland,1843,38,46.818188,8.227512
Switzerland,1844,38,46.818188,8.227512
Switzerland,1845,38,46.818188,8.227512
Switzerland,1846,38,46.818188,8.227512
Switzerland,1847,38,46.818188,8.227512
Switzerland,1848,38,46.818188,8.227512
Switzerland,1849,38,46.818188,8.227512
Switzerland,1850,38,46.818188,8.227512
Switzerland,1851,38,46.818188,8.227512
Switzerland,1852,38,46.818188,8.227512
Switzerland,1853,38,46.818188,8.227512
Switzerland,1854,38,46.818188,8.227512
Switzerland,1855,38,46.818188,8.227512
Switzerland,1856,38,46.818188,8.227512
Switzerland,1857,38,46.818188,8.227512
Switzerland,1858,38,46.818188,8.227512
Switzerland,1859,38,46.818188,8.227512
Switzerland,1860,38,46.818188,8.227512
Switzerland,1861,38,46.818188,8.227512
Switzerland,1862,38,46.818188,8.227512
Switzerland,1863,38,46.818188,8.227512
Switzerland,1864,38,46.818188,8.227512
Switzerland,1865,38,46.818188,8.227512
Switzerland,1866,38,46.818188,8.227512
Switzerland,1867,38,46.818188,8.227512
Switzerland,1868,38,46.818188,8.227512
Switzerland,1869,38,46.818188,8.227512
Switzerland,1870,38,46.818188,8.227512
Switzerland,1871,38,46.818188,8.227512
Switzerland,1872,38,46.818188,8.227512
Switzerland,1873,38,46.818188,8.227512
Switzerland,1874,38,46.818188,8.227512
Switzerland,1875,38,46.818188,8.227512
Switzerland,1876,40.099998,46.818188,8.227512
Switzerland,1877,40.009998,46.818188,8.227512
Switzerland,1878,40.470001,46.818188,8.227512
Switzerland,1879,41.810001,46.818188,8.227512
Switzerland,1880,42.41,46.818188,8.227512
Switzerland,1881,41.869999,46.818188,8.227512
Switzerland,1882,42.98,46.818188,8.227512
Switzerland,1883,44.939999,46.818188,8.227512
Switzerland,1884,45,46.818188,8.227512
Switzerland,1885,43.830002,46.818188,8.227512
Switzerland,1886,44.68,46.818188,8.227512
Switzerland,1887,45.439999,46.818188,8.227512
Switzerland,1888,45.970001,46.818188,8.227512
Switzerland,1889,45.139999,46.818188,8.227512
Switzerland,1890,44.950001,46.818188,8.227512
Switzerland,1891,44.709999,46.818188,8.227512
Switzerland,1892,47.23,46.818188,8.227512
Switzerland,1893,46.07,46.818188,8.227512
Switzerland,1894,45.790001,46.818188,8.227512
Switzerland,1895,46.84,46.818188,8.227512
Switzerland,1896,48.880001,46.818188,8.227512
Switzerland,1897,49.099998,46.818188,8.227512
Switzerland,1898,48.200001,46.818188,8.227512
Switzerland,1899,49.290001,46.818188,8.227512
Switzerland,1900,47.48,46.818188,8.227512
Switzerland,1901,48.939999,46.818188,8.227512
Switzerland,1902,50.41,46.818188,8.227512
Switzerland,1903,50.029999,46.818188,8.227512
Switzerland,1904,49.16,46.818188,8.227512
Switzerland,1905,49.669998,46.818188,8.227512
Switzerland,1906,50.720001,46.818188,8.227512
Switzerland,1907,51.189999,46.818188,8.227512
Switzerland,1908,52.259998,46.818188,8.227512
Switzerland,1909,51.610001,46.818188,8.227512
Switzerland,1910,52.91,46.818188,8.227512
Switzerland,1911,51.720001,46.818188,8.227512
Switzerland,1912,54.419998,46.818188,8.227512
Switzerland,1913,54.209999,46.818188,8.227512
Switzerland,1914,55.130001,46.818188,8.227512
Switzerland,1915,55.950001,46.818188,8.227512
Switzerland,1916,56.59,46.818188,8.227512
Switzerland,1917,55.810001,46.818188,8.227512
Switzerland,1918,46.299999,46.818188,8.227512
Switzerland,1919,54.970001,46.818188,8.227512
Switzerland,1920,54.380001,46.818188,8.227512
Switzerland,1921,57.869999,46.818188,8.227512
Switzerland,1922,58.5,46.818188,8.227512
Switzerland,1923,60.040001,46.818188,8.227512
Switzerland,1924,59.490002,46.818188,8.227512
Switzerland,1925,59.950001,46.818188,8.227512
Switzerland,1926,60.639999,46.818188,8.227512
Switzerland,1927,60.099998,46.818188,8.227512
Switzerland,1928,60.470001,46.818188,8.227512
Switzerland,1929,60.169998,46.818188,8.227512
Switzerland,1930,61.43,46.818188,8.227512
Switzerland,1931,61.240002,46.818188,8.227512
Switzerland,1932,61.23,46.818188,8.227512
Switzerland,1933,62.41,46.818188,8.227512
Switzerland,1934,62.889999,46.818188,8.227512
Switzerland,1935,62.130001,46.818188,8.227512
Switzerland,1936,63.18,46.818188,8.227512
Switzerland,1937,63.509998,46.818188,8.227512
Switzerland,1938,63.849998,46.818188,8.227512
Switzerland,1939,64.010002,46.818188,8.227512
Switzerland,1940,63.580002,46.818188,8.227512
Switzerland,1941,64.980003,46.818188,8.227512
Switzerland,1942,65.650002,46.818188,8.227512
Switzerland,1943,65.839996,46.818188,8.227512
Switzerland,1944,64.879997,46.818188,8.227512
Switzerland,1945,65.419998,46.818188,8.227512
Switzerland,1946,66.07,46.818188,8.227512
Switzerland,1947,66.260002,46.818188,8.227512
Switzerland,1948,67.339996,46.818188,8.227512
Switzerland,1949,67.970001,46.818188,8.227512
Switzerland,1950,68.940002,46.818188,8.227512
Switzerland,1951,68.709999,46.818188,8.227512
Switzerland,1952,69.620003,46.818188,8.227512
Switzerland,1953,69.529999,46.818188,8.227512
Switzerland,1954,70,46.818188,8.227512
Switzerland,1955,70.080002,46.818188,8.227512
Switzerland,1956,70.209999,46.818188,8.227512
Switzerland,1957,70.559998,46.818188,8.227512
Switzerland,1958,71.300003,46.818188,8.227512
Switzerland,1959,71.459999,46.818188,8.227512
Switzerland,1960,71.440002,46.818188,8.227512
Switzerland,1961,71.760002,46.818188,8.227512
Switzerland,1962,71.32,46.818188,8.227512
Switzerland,1963,71.309998,46.818188,8.227512
Switzerland,1964,72.199997,46.818188,8.227512
Switzerland,1965,72.330002,46.818188,8.227512
Switzerland,1966,72.470001,46.818188,8.227512
Switzerland,1967,72.769997,46.818188,8.227512
Switzerland,1968,72.720001,46.818188,8.227512
Switzerland,1969,72.730003,46.818188,8.227512
Switzerland,1970,73.139999,46.818188,8.227512
Switzerland,1971,73.260002,46.818188,8.227512
Switzerland,1972,73.779999,46.818188,8.227512
Switzerland,1973,74.080002,46.818188,8.227512
Switzerland,1974,74.43,46.818188,8.227512
Switzerland,1975,74.82,46.818188,8.227512
Switzerland,1976,74.940002,46.818188,8.227512
Switzerland,1977,75.389999,46.818188,8.227512
Switzerland,1978,75.339996,46.818188,8.227512
Switzerland,1979,75.639999,46.818188,8.227512
Switzerland,1980,75.639999,46.818188,8.227512
Switzerland,1981,75.870003,46.818188,8.227512
Switzerland,1982,76.209999,46.818188,8.227512
Switzerland,1983,76.220001,46.818188,8.227512
Switzerland,1984,76.82,46.818188,8.227512
Switzerland,1985,76.940002,46.818188,8.227512
Switzerland,1986,77.110001,46.818188,8.227512
Switzerland,1987,77.410004,46.818188,8.227512
Switzerland,1988,77.43,46.818188,8.227512
Switzerland,1989,77.620003,46.818188,8.227512
Switzerland,1990,77.489998,46.818188,8.227512
Switzerland,1991,77.639999,46.818188,8.227512
Switzerland,1992,77.93,46.818188,8.227512
Switzerland,1993,78.220001,46.818188,8.227512
Switzerland,1994,78.449997,46.818188,8.227512
Switzerland,1995,78.529999,46.818188,8.227512
Switzerland,1996,78.980003,46.818188,8.227512
Switzerland,1997,79.25,46.818188,8.227512
Switzerland,1998,79.510002,46.818188,8.227512
Switzerland,1999,79.779999,46.818188,8.227512
Switzerland,2000,79.970001,46.818188,8.227512
Switzerland,2001,80.209999,46.818188,8.227512
Switzerland,2002,80.400002,46.818188,8.227512
Switzerland,2003,80.620003,46.818188,8.227512
Switzerland,2004,81.029999,46.818188,8.227512
Switzerland,2005,81.279999,46.818188,8.227512
Switzerland,2006,81.480003,46.818188,8.227512
Switzerland,2007,81.690002,46.818188,8.227512
Switzerland,2008,81.919998,46.818188,8.227512
Switzerland,2009,82.059998,46.818188,8.227512
Switzerland,2010,82.300003,46.818188,8.227512
Switzerland,2011,82.540001,46.818188,8.227512
Switzerland,2012,82.660004,46.818188,8.227512
Switzerland,2013,82.800003,46.818188,8.227512
Switzerland,2014,83.089996,46.818188,8.227512
Switzerland,2015,83.160004,46.818188,8.227512
Switzerland,2016,83.18,46.818188,8.227512
United Kingdom,1800,38.649761,55.378051,-3.435973
United Kingdom,1801,37.350822,55.378051,-3.435973
United Kingdom,1802,38.615601,55.378051,-3.435973
United Kingdom,1803,37.316845,55.378051,-3.435973
United Kingdom,1804,41.436916,55.378051,-3.435973
United Kingdom,1805,42.317261,55.378051,-3.435973
United Kingdom,1806,43.216114,55.378051,-3.435973
United Kingdom,1807,40.04594,55.378051,-3.435973
United Kingdom,1808,40.347794,55.378051,-3.435973
United Kingdom,1809,41.742203,55.378051,-3.435973
United Kingdom,1810,38.347382,55.378051,-3.435973
United Kingdom,1811,39.887272,55.378051,-3.435973
United Kingdom,1812,41.826324,55.378051,-3.435973
United Kingdom,1813,43.038368,55.378051,-3.435973
United Kingdom,1814,40.241531,55.378051,-3.435973
United Kingdom,1815,41.131779,55.378051,-3.435973
United Kingdom,1816,39.938316,55.378051,-3.435973
United Kingdom,1817,41.040718,55.378051,-3.435973
United Kingdom,1818,39.847767,55.378051,-3.435973
United Kingdom,1819,40.51926,55.378051,-3.435973
United Kingdom,1820,41.312477,55.378051,-3.435973
United Kingdom,1821,41.780403,55.378051,-3.435973
United Kingdom,1822,41.349724,55.378051,-3.435973
United Kingdom,1823,40.048023,55.378051,-3.435973
United Kingdom,1824,39.192757,55.378051,-3.435973
United Kingdom,1825,39.939877,55.378051,-3.435973
United Kingdom,1826,39.830349,55.378051,-3.435973
United Kingdom,1827,41.138859,55.378051,-3.435973
United Kingdom,1828,42.032665,55.378051,-3.435973
United Kingdom,1829,41.558071,55.378051,-3.435973
United Kingdom,1830,43.018311,55.378051,-3.435973
United Kingdom,1831,40.843559,55.378051,-3.435973
United Kingdom,1832,40.163628,55.378051,-3.435973
United Kingdom,1833,41.349632,55.378051,-3.435973
United Kingdom,1834,40.783878,55.378051,-3.435973
United Kingdom,1835,41.104195,55.378051,-3.435973
United Kingdom,1836,41.427021,55.378051,-3.435973
United Kingdom,1837,40.203598,55.378051,-3.435973
United Kingdom,1838,40.301132,55.378051,-3.435973
United Kingdom,1839,40.879307,55.378051,-3.435973
United Kingdom,1840,39.927151,55.378051,-3.435973
United Kingdom,1841,41.700001,55.378051,-3.435973
United Kingdom,1842,41.349998,55.378051,-3.435973
United Kingdom,1843,41.860001,55.378051,-3.435973
United Kingdom,1844,41.549999,55.378051,-3.435973
United Kingdom,1845,42.560001,55.378051,-3.435973
United Kingdom,1846,39.959999,55.378051,-3.435973
United Kingdom,1847,38.330002,55.378051,-3.435973
United Kingdom,1848,39.5,55.378051,-3.435973
United Kingdom,1849,37.380001,55.378051,-3.435973
United Kingdom,1850,42.799999,55.378051,-3.435973
United Kingdom,1851,41.419998,55.378051,-3.435973
United Kingdom,1852,40.93,55.378051,-3.435973
United Kingdom,1853,40.560001,55.378051,-3.435973
United Kingdom,1854,39.34,55.378051,-3.435973
United Kingdom,1855,41.029999,55.378051,-3.435973
United Kingdom,1856,43.25,55.378051,-3.435973
United Kingdom,1857,41.880001,55.378051,-3.435973
United Kingdom,1858,40.040001,55.378051,-3.435973
United Kingdom,1859,40.84,55.378051,-3.435973
United Kingdom,1860,43.009998,55.378051,-3.435973
United Kingdom,1861,42.380001,55.378051,-3.435973
United Kingdom,1862,42.52,55.378051,-3.435973
United Kingdom,1863,40.400002,55.378051,-3.435973
United Kingdom,1864,39.970001,55.378051,-3.435973
United Kingdom,1865,40.650002,55.378051,-3.435973
United Kingdom,1866,40.41,55.378051,-3.435973
United Kingdom,1867,42.619999,55.378051,-3.435973
United Kingdom,1868,42,55.378051,-3.435973
United Kingdom,1869,41.669998,55.378051,-3.435973
United Kingdom,1870,40.950001,55.378051,-3.435973
United Kingdom,1871,41.310001,55.378051,-3.435973
United Kingdom,1872,42.900002,55.378051,-3.435973
United Kingdom,1873,43.779999,55.378051,-3.435973
United Kingdom,1874,42.130001,55.378051,-3.435973
United Kingdom,1875,41.849998,55.378051,-3.435973
United Kingdom,1876,43.689999,55.378051,-3.435973
United Kingdom,1877,44.700001,55.378051,-3.435973
United Kingdom,1878,43.009998,55.378051,-3.435973
United Kingdom,1879,44.27,55.378051,-3.435973
United Kingdom,1880,43.779999,55.378051,-3.435973
United Kingdom,1881,46.110001,55.378051,-3.435973
United Kingdom,1882,44.869999,55.378051,-3.435973
United Kingdom,1883,45.09,55.378051,-3.435973
United Kingdom,1884,44.790001,55.378051,-3.435973
United Kingdom,1885,45.759998,55.378051,-3.435973
United Kingdom,1886,45.330002,55.378051,-3.435973
United Kingdom,1887,45.650002,55.378051,-3.435973
United Kingdom,1888,46.810001,55.378051,-3.435973
United Kingdom,1889,46.34,55.378051,-3.435973
United Kingdom,1890,44.75,55.378051,-3.435973
United Kingdom,1891,44.290001,55.378051,-3.435973
United Kingdom,1892,45.509998,55.378051,-3.435973
United Kingdom,1893,44.869999,55.378051,-3.435973
United Kingdom,1894,48.34,55.378051,-3.435973
United Kingdom,1895,45.73,55.378051,-3.435973
United Kingdom,1896,47.41,55.378051,-3.435973
United Kingdom,1897,47.23,55.378051,-3.435973
United Kingdom,1898,46.98,55.378051,-3.435973
United Kingdom,1899,46.130001,55.378051,-3.435973
United Kingdom,1900,46.32,55.378051,-3.435973
United Kingdom,1901,47.91,55.378051,-3.435973
United Kingdom,1902,49.080002,55.378051,-3.435973
United Kingdom,1903,50.43,55.378051,-3.435973
United Kingdom,1904,49.110001,55.378051,-3.435973
United Kingdom,1905,50.860001,55.378051,-3.435973
United Kingdom,1906,50.580002,55.378051,-3.435973
United Kingdom,1907,51.439999,55.378051,-3.435973
United Kingdom,1908,51.84,55.378051,-3.435973
United Kingdom,1909,52.52,55.378051,-3.435973
United Kingdom,1910,53.990002,55.378051,-3.435973
United Kingdom,1911,51.540001,55.378051,-3.435973
United Kingdom,1912,54.549999,55.378051,-3.435973
United Kingdom,1913,53.830002,55.378051,-3.435973
United Kingdom,1914,51.990002,55.378051,-3.435973
United Kingdom,1915,48.200001,55.378051,-3.435973
United Kingdom,1916,47.73,55.378051,-3.435973
United Kingdom,1917,45.57,55.378051,-3.435973
United Kingdom,1918,40.43,55.378051,-3.435973
United Kingdom,1919,54.119999,55.378051,-3.435973
United Kingdom,1920,56.599998,55.378051,-3.435973
United Kingdom,1921,58.349998,55.378051,-3.435973
United Kingdom,1922,57.130001,55.378051,-3.435973
United Kingdom,1923,59.400002,55.378051,-3.435973
United Kingdom,1924,58.169998,55.378051,-3.435973
United Kingdom,1925,58.509998,55.378051,-3.435973
United Kingdom,1926,59.66,55.378051,-3.435973
United Kingdom,1927,59.040001,55.378051,-3.435973
United Kingdom,1928,59.990002,55.378051,-3.435973
United Kingdom,1929,57.709999,55.378051,-3.435973
United Kingdom,1930,60.889999,55.378051,-3.435973
United Kingdom,1931,60.110001,55.378051,-3.435973
United Kingdom,1932,60.630001,55.378051,-3.435973
United Kingdom,1933,60.669998,55.378051,-3.435973
United Kingdom,1934,61.400002,55.378051,-3.435973
United Kingdom,1935,62.049999,55.378051,-3.435973
United Kingdom,1936,61.849998,55.378051,-3.435973
United Kingdom,1937,61.880001,55.378051,-3.435973
United Kingdom,1938,63.299999,55.378051,-3.435973
United Kingdom,1939,63.689999,55.378051,-3.435973
United Kingdom,1940,60.970001,55.378051,-3.435973
United Kingdom,1941,61.369999,55.378051,-3.435973
United Kingdom,1942,63.990002,55.378051,-3.435973
United Kingdom,1943,64.010002,55.378051,-3.435973
United Kingdom,1944,64.849998,55.378051,-3.435973
United Kingdom,1945,65.849998,55.378051,-3.435973
United Kingdom,1946,66.470001,55.378051,-3.435973
United Kingdom,1947,66.440002,55.378051,-3.435973
United Kingdom,1948,68.5,55.378051,-3.435973
United Kingdom,1949,68.190002,55.378051,-3.435973
United Kingdom,1950,68.699997,55.378051,-3.435973
United Kingdom,1951,68.300003,55.378051,-3.435973
United Kingdom,1952,69.599998,55.378051,-3.435973
United Kingdom,1953,69.870003,55.378051,-3.435973
United Kingdom,1954,70.239998,55.378051,-3.435973
United Kingdom,1955,70.209999,55.378051,-3.435973
United Kingdom,1956,70.480003,55.378051,-3.435973
United Kingdom,1957,70.599998,55.378051,-3.435973
United Kingdom,1958,70.779999,55.378051,-3.435973
United Kingdom,1959,70.879997,55.378051,-3.435973
United Kingdom,1960,71.099998,55.378051,-3.435973
United Kingdom,1961,70.849998,55.378051,-3.435973
United Kingdom,1962,70.919998,55.378051,-3.435973
United Kingdom,1963,70.830002,55.378051,-3.435973
United Kingdom,1964,71.620003,55.378051,-3.435973
United Kingdom,1965,71.610001,55.378051,-3.435973
United Kingdom,1966,71.529999,55.378051,-3.435973
United Kingdom,1967,72.160004,55.378051,-3.435973
United Kingdom,1968,71.790001,55.378051,-3.435973
United Kingdom,1969,71.75,55.378051,-3.435973
United Kingdom,1970,72,55.378051,-3.435973
United Kingdom,1971,72.32,55.378051,-3.435973
United Kingdom,1972,72.099998,55.378051,-3.435973
United Kingdom,1973,72.309998,55.378051,-3.435973
United Kingdom,1974,72.510002,55.378051,-3.435973
United Kingdom,1975,72.779999,55.378051,-3.435973
United Kingdom,1976,72.760002,55.378051,-3.435973
United Kingdom,1977,73.25,55.378051,-3.435973
United Kingdom,1978,73.18,55.378051,-3.435973
United Kingdom,1979,73.290001,55.378051,-3.435973
United Kingdom,1980,73.720001,55.378051,-3.435973
United Kingdom,1981,74.059998,55.378051,-3.435973
United Kingdom,1982,74.190002,55.378051,-3.435973
United Kingdom,1983,74.440002,55.378051,-3.435973
United Kingdom,1984,74.830002,55.378051,-3.435973
United Kingdom,1985,74.68,55.378051,-3.435973
United Kingdom,1986,74.949997,55.378051,-3.435973
United Kingdom,1987,75.300003,55.378051,-3.435973
United Kingdom,1988,75.410004,55.378051,-3.435973
United Kingdom,1989,75.550003,55.378051,-3.435973
United Kingdom,1990,75.720001,55.378051,-3.435973
United Kingdom,1991,75.940002,55.378051,-3.435973
United Kingdom,1992,76.169998,55.378051,-3.435973
United Kingdom,1993,76.300003,55.378051,-3.435973
United Kingdom,1994,76.550003,55.378051,-3.435973
United Kingdom,1995,76.690002,55.378051,-3.435973
United Kingdom,1996,76.910004,55.378051,-3.435973
United Kingdom,1997,77.139999,55.378051,-3.435973
United Kingdom,1998,77.339996,55.378051,-3.435973
United Kingdom,1999,77.529999,55.378051,-3.435973
United Kingdom,2000,77.839996,55.378051,-3.435973
United Kingdom,2001,78.099998,55.378051,-3.435973
United Kingdom,2002,78.309998,55.378051,-3.435973
United Kingdom,2003,78.449997,55.378051,-3.435973
United Kingdom,2004,78.82,55.378051,-3.435973
United Kingdom,2005,79.099998,55.378051,-3.435973
United Kingdom,2006,79.379997,55.378051,-3.435973
United Kingdom,2007,79.639999,55.378051,-3.435973
United Kingdom,2008,79.879997,55.378051,-3.435973
United Kingdom,2009,80.169998,55.378051,-3.435973
United Kingdom,2010,80.389999,55.378051,-3.435973
United Kingdom,2011,80.580002,55.378051,-3.435973
United Kingdom,2012,80.68,55.378051,-3.435973
United Kingdom,2013,80.769997,55.378051,-3.435973
United Kingdom,2014,80.82,55.378051,-3.435973
United Kingdom,2015,80.860001,55.378051,-3.435973
United Kingdom,2016,80.900002,55.378051,-3.435973
United States,1800,39.41,37.09024,-95.712891
United States,1801,39.41,37.09024,-95.712891
United States,1802,39.41,37.09024,-95.712891
United States,1803,39.41,37.09024,-95.712891
United States,1804,39.41,37.09024,-95.712891
United States,1805,39.41,37.09024,-95.712891
United States,1806,39.41,37.09024,-95.712891
United States,1807,39.41,37.09024,-95.712891
United States,1808,39.41,37.09024,-95.712891
United States,1809,39.41,37.09024,-95.712891
United States,1810,39.41,37.09024,-95.712891
United States,1811,39.41,37.09024,-95.712891
United States,1812,39.41,37.09024,-95.712891
United States,1813,39.41,37.09024,-95.712891
United States,1814,39.41,37.09024,-95.712891
United States,1815,39.41,37.09024,-95.712891
United States,1816,39.41,37.09024,-95.712891
United States,1817,39.41,37.09024,-95.712891
United States,1818,39.41,37.09024,-95.712891
United States,1819,39.41,37.09024,-95.712891
United States,1820,39.41,37.09024,-95.712891
United States,1821,39.41,37.09024,-95.712891
United States,1822,39.41,37.09024,-95.712891
United States,1823,39.41,37.09024,-95.712891
United States,1824,39.41,37.09024,-95.712891
United States,1825,39.41,37.09024,-95.712891
United States,1826,39.41,37.09024,-95.712891
United States,1827,39.41,37.09024,-95.712891
United States,1828,39.41,37.09024,-95.712891
United States,1829,39.41,37.09024,-95.712891
United States,1830,39.41,37.09024,-95.712891
United States,1831,39.41,37.09024,-95.712891
United States,1832,39.41,37.09024,-95.712891
United States,1833,39.41,37.09024,-95.712891
United States,1834,39.41,37.09024,-95.712891
United States,1835,39.41,37.09024,-95.712891
United States,1836,39.41,37.09024,-95.712891
United States,1837,39.41,37.09024,-95.712891
United States,1838,39.41,37.09024,-95.712891
United States,1839,39.41,37.09024,-95.712891
United States,1840,39.41,37.09024,-95.712891
United States,1841,39.41,37.09024,-95.712891
United States,1842,39.41,37.09024,-95.712891
United States,1843,39.41,37.09024,-95.712891
United States,1844,39.41,37.09024,-95.712891
United States,1845,39.41,37.09024,-95.712891
United States,1846,39.41,37.09024,-95.712891
United States,1847,39.41,37.09024,-95.712891
United States,1848,39.41,37.09024,-95.712891
United States,1849,39.41,37.09024,-95.712891
United States,1850,39.41,37.09024,-95.712891
United States,1851,39.41,37.09024,-95.712891
United States,1852,39.41,37.09024,-95.712891
United States,1853,39.41,37.09024,-95.712891
United States,1854,39.41,37.09024,-95.712891
United States,1855,39.41,37.09024,-95.712891
United States,1856,39.41,37.09024,-95.712891
United States,1857,39.41,37.09024,-95.712891
United States,1858,39.41,37.09024,-95.712891
United States,1859,39.41,37.09024,-95.712891
United States,1860,39.41,37.09024,-95.712891
United States,1861,38,37.09024,-95.712891
United States,1862,34.5,37.09024,-95.712891
United States,1863,34,37.09024,-95.712891
United States,1864,31,37.09024,-95.712891
United States,1865,38,37.09024,-95.712891
United States,1866,39.41,37.09024,-95.712891
United States,1867,39.41,37.09024,-95.712891
United States,1868,39.41,37.09024,-95.712891
United States,1869,39.41,37.09024,-95.712891
United States,1870,39.41,37.09024,-95.712891
United States,1871,39.41,37.09024,-95.712891
United States,1872,39.41,37.09024,-95.712891
United States,1873,39.41,37.09024,-95.712891
United States,1874,39.41,37.09024,-95.712891
United States,1875,39.41,37.09024,-95.712891
United States,1876,39.41,37.09024,-95.712891
United States,1877,39.41,37.09024,-95.712891
United States,1878,39.41,37.09024,-95.712891
United States,1879,39.41,37.09024,-95.712891
United States,1880,39.41,37.09024,-95.712891
United States,1881,39.990002,37.09024,-95.712891
United States,1882,40.57,37.09024,-95.712891
United States,1883,41.150002,37.09024,-95.712891
United States,1884,41.73,37.09024,-95.712891
United States,1885,42.310001,37.09024,-95.712891
United States,1886,42.889999,37.09024,-95.712891
United States,1887,43.470001,37.09024,-95.712891
United States,1888,44.049999,37.09024,-95.712891
United States,1889,44.630001,37.09024,-95.712891
United States,1890,45.209999,37.09024,-95.712891
United States,1891,45.581818,37.09024,-95.712891
United States,1892,45.953636,37.09024,-95.712891
United States,1893,46.325455,37.09024,-95.712891
United States,1894,46.697273,37.09024,-95.712891
United States,1895,47.069092,37.09024,-95.712891
United States,1896,47.44091,37.09024,-95.712891
United States,1897,47.812729,37.09024,-95.712891
United States,1898,48.184544,37.09024,-95.712891
United States,1899,48.556362,37.09024,-95.712891
United States,1900,48.928181,37.09024,-95.712891
United States,1901,49.299999,37.09024,-95.712891
United States,1902,50.5,37.09024,-95.712891
United States,1903,50.599998,37.09024,-95.712891
United States,1904,49.599998,37.09024,-95.712891
United States,1905,50.299999,37.09024,-95.712891
United States,1906,50.099998,37.09024,-95.712891
United States,1907,50.200001,37.09024,-95.712891
United States,1908,51.900002,37.09024,-95.712891
United States,1909,52.799999,37.09024,-95.712891
United States,1910,51.799999,37.09024,-95.712891
United States,1911,53.400002,37.09024,-95.712891
United States,1912,54.099998,37.09024,-95.712891
United States,1913,53.5,37.09024,-95.712891
United States,1914,54.599998,37.09024,-95.712891
United States,1915,55.099998,37.09024,-95.712891
United States,1916,54.200001,37.09024,-95.712891
United States,1917,54,37.09024,-95.712891
United States,1918,47.200001,37.09024,-95.712891
United States,1919,55.299999,37.09024,-95.712891
United States,1920,55.400002,37.09024,-95.712891
United States,1921,58.200001,37.09024,-95.712891
United States,1922,58.099998,37.09024,-95.712891
United States,1923,57.5,37.09024,-95.712891
United States,1924,58.5,37.09024,-95.712891
United States,1925,58.5,37.09024,-95.712891
United States,1926,57.900002,37.09024,-95.712891
United States,1927,59.400002,37.09024,-95.712891
United States,1928,58.299999,37.09024,-95.712891
United States,1929,58.5,37.09024,-95.712891
United States,1930,59.599998,37.09024,-95.712891
United States,1931,60.299999,37.09024,-95.712891
United States,1932,61,37.09024,-95.712891
United States,1933,60.959999,37.09024,-95.712891
United States,1934,60.290001,37.09024,-95.712891
United States,1935,60.939999,37.09024,-95.712891
United States,1936,60.400002,37.09024,-95.712891
United States,1937,61.099998,37.09024,-95.712891
United States,1938,62.43,37.09024,-95.712891
United States,1939,63.119999,37.09024,-95.712891
United States,1940,63.279999,37.09024,-95.712891
United States,1941,63.84,37.09024,-95.712891
United States,1942,64.629997,37.09024,-95.712891
United States,1943,64.339996,37.09024,-95.712891
United States,1944,65.129997,37.09024,-95.712891
United States,1945,65.629997,37.09024,-95.712891
United States,1946,66.330002,37.09024,-95.712891
United States,1947,66.730003,37.09024,-95.712891
United States,1948,67.300003,37.09024,-95.712891
United States,1949,67.68,37.09024,-95.712891
United States,1950,68.120003,37.09024,-95.712891
United States,1951,68.220001,37.09024,-95.712891
United States,1952,68.440002,37.09024,-95.712891
United States,1953,68.790001,37.09024,-95.712891
United States,1954,69.580002,37.09024,-95.712891
United States,1955,69.629997,37.09024,-95.712891
United States,1956,69.709999,37.09024,-95.712891
United States,1957,69.489998,37.09024,-95.712891
United States,1958,69.760002,37.09024,-95.712891
United States,1959,69.980003,37.09024,-95.712891
United States,1960,69.910004,37.09024,-95.712891
United States,1961,70.32,37.09024,-95.712891
United States,1962,70.209999,37.09024,-95.712891
United States,1963,70.040001,37.09024,-95.712891
United States,1964,70.330002,37.09024,-95.712891
United States,1965,70.410004,37.09024,-95.712891
United States,1966,70.43,37.09024,-95.712891
United States,1967,70.760002,37.09024,-95.712891
United States,1968,70.419998,37.09024,-95.712891
United States,1969,70.660004,37.09024,-95.712891
United States,1970,70.919998,37.09024,-95.712891
United States,1971,71.239998,37.09024,-95.712891
United States,1972,71.339996,37.09024,-95.712891
United States,1973,71.540001,37.09024,-95.712891
United States,1974,72.080002,37.09024,-95.712891
United States,1975,72.68,37.09024,-95.712891
United States,1976,72.989998,37.09024,-95.712891
United States,1977,73.379997,37.09024,-95.712891
United States,1978,73.580002,37.09024,-95.712891
United States,1979,74.029999,37.09024,-95.712891
United States,1980,73.93,37.09024,-95.712891
United States,1981,74.360001,37.09024,-95.712891
